VTuber ID,Video Type,Title,Publish Time,URL,Thumbnail URL
53707f0116dc4fca8614ac7139e40b83,live,超級奶爸加班台#3｜24小時真實帶娃生活！直播全程照顧2個月大的寶寶「迪桂」最忙碌、最慌亂、最崩潰、最可愛的一面真實呈現！｜狼帝 嵐迪,2025-11-16T11:58:10Z,https://www.twitch.tv/siaodi12398,https://static-cdn.jtvnw.net/previews-ttv/live_user_siaodi12398-{width}x{height}.jpg
1d1e155c827e4ed2a0596c256983c22d,live,11/18 加班day.4 肝了一天，需要休休 | @riikiyuki,2025-11-17T00:49:33Z,https://www.twitch.tv/riikiyuki,https://static-cdn.jtvnw.net/previews-ttv/live_user_riikiyuki-{width}x{height}.jpg
76165d25983b463eaa1da66c86a32b7c,live,【日常】晚點來塔科夫PVE養老的夜彩【靛之森Ainomori】|【夜彩Yoruro】可用7TV貼圖 感謝揪團: @laozhangmy @mayko0327,2025-11-17T06:14:16Z,https://www.twitch.tv/yorurovtuber,https://static-cdn.jtvnw.net/previews-ttv/live_user_yorurovtuber-{width}x{height}.jpg
0e9aeecbe8f04a62ab781cf2e520eba0,live,【嘎旋】11/17  Lonely ♪ Lonely ♪ @shen_0828  | !簽到 !麥塊 !手機殼周邊,2025-11-17T12:20:05Z,https://www.twitch.tv/shen_0828,https://static-cdn.jtvnw.net/previews-ttv/live_user_shen_0828-{width}x{height}.jpg
f2f74f42d7e44c2b8c71807abd0967f3,live,1117 - 1118 𐔌՞ ܸ.ˬ.ܸ՞𐦯  哪一種鬼最好客 歡迎光靈 | 會辦生日抽獎 詳情之後會發在群 下個月是生日月... | !簽到 (≖⩊≖),2025-11-17T13:27:22Z,https://www.twitch.tv/mikimaruuu,https://static-cdn.jtvnw.net/previews-ttv/live_user_mikimaruuu-{width}x{height}.jpg
8723ccecdfd84d92b1de24f9d6a86bcc,live,11/18好脾氣9  屋糊   @bofu0520,2025-11-17T15:32:11Z,https://www.twitch.tv/bofu0520,https://static-cdn.jtvnw.net/previews-ttv/live_user_bofu0520-{width}x{height}.jpg
3809ec8a42634d11aa1b7b8f99755c6a,live,【琉花花】11/18 你好 我畫一點 |  !周邊  !cover,2025-11-17T17:28:35Z,https://www.twitch.tv/mayberuu,https://static-cdn.jtvnw.net/previews-ttv/live_user_mayberuu-{width}x{height}.jpg
a9396c8dd95e43b29c694b14afa07ac4,live,斷你連觀來著｜再逛蝦皮要破產了｜找點事做｜乾爹斗錢錢，涅米嘴甜甜,2025-11-17T18:40:42Z,https://www.twitch.tv/mihiru0110,https://static-cdn.jtvnw.net/previews-ttv/live_user_mihiru0110-{width}x{height}.jpg
12ece01ae7004e9195e79309f0cdae40,live,🍌▶ 早安 ▶  🍌  ( ๑ •̀ ㅁ •́ ฅ ),2025-11-17T20:35:13Z,https://www.twitch.tv/monkeykii,https://static-cdn.jtvnw.net/previews-ttv/live_user_monkeykii-{width}x{height}.jpg
35f3bb64e69c432180b98dde239f3bdd,live,🌰突發GOGO!! 主要在YT活動🐰 來自九十九古董店的人偶，栗可蓓歐,2025-11-17T21:29:49Z,https://www.twitch.tv/rika99ch,https://static-cdn.jtvnw.net/previews-ttv/live_user_rika99ch-{width}x{height}.jpg
