Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254246717,24465,93712,https://www.youtube.com/watch?v=CagScdEfLRk
杏仁ミル,318000,18222246,46622,120981,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27487770,4831,10235,https://www.youtube.com/watch?v=aPw3GxseLU8
鳥羽樂奈,47800,2575144,10131,44099,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,43000,3515605,21694,147898,https://www.youtube.com/watch?v=KkmDmsruADg
璐洛洛,42500,3821166,5029,35567,https://www.youtube.com/watch?v=fKLojfMxmPY
虎妮,34900,1103539,2103,5366,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33200,846152,4611,10531,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28400,923953,5502,6763,https://www.youtube.com/watch?v=tG12m1QgOTM
虛擬熊頭,26300,252975,12022,46470,https://www.youtube.com/watch?v=gGEpLAatY1Q
Asa Ifrit,25100,834942,5533,8930,https://www.youtube.com/watch?v=amABzXG3UkY
喵太,22200,550701,2054,3310,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19300,1213875,818,2121,https://www.youtube.com/watch?v=DQGn2FNLBfQ
Naya,18600,4653492,886,1995,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,14400,298179,3490,56360,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,14000,55484,338,4191,https://www.youtube.com/watch?v=jWqywYzCeV8
如月ルミィ,13900,324077,6600,13763,https://www.youtube.com/watch?v=VjepVw3EUHs
鼠屋栗太,13700,117690,938,3260,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,12300,428442,5784,20368,https://www.youtube.com/watch?v=-Wt12uuMlTc
水野魚娜,12000,449312,3151,4899,https://www.youtube.com/watch?v=MiVvLQMHpw0
諳石,11100,2604210,311,501,https://www.youtube.com/watch?v=f3q9CkhefvA
平平子,10600,125690,4567,8446,https://www.youtube.com/watch?v=DTa5I0_zKIY
十五號,8400,91857,4581,19543,https://www.youtube.com/watch?v=oKBlaZAbjB4
星見遙,8290,223776,1252,1891,https://www.youtube.com/watch?v=EY_IaSM4I2c
蕾兒,7740,148026,1942,2752,https://www.youtube.com/watch?v=kBqyA5J-z2M
秋月イノリ,6910,149897,875,1653,https://www.youtube.com/watch?v=UBPosbqDLKg
風絮,6440,37083,212,540,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5600,119924,696,1136,https://www.youtube.com/watch?v=oogJ4-y1XeY
米亞,5570,171003,1933,6489,https://www.youtube.com/watch?v=1ulsVTIFPw4
魔法!,5550,1736122,329,724,https://www.youtube.com/watch?v=KTId2MKKsuE
姬宮優花,5320,90526,611,897,https://www.youtube.com/watch?v=DGq_DfnOaW8
いくせん,5300,328398,297,324,https://www.youtube.com/watch?v=YYxHHn6Lnlc
夏日葵,5230,291439,345,1344,https://www.youtube.com/watch?v=mKRg2BRx7oM
邱可,5190,47654,1057,3110,https://www.youtube.com/watch?v=OjTyNWVr4dU
LMPAPER,4780,413849,87,166,https://www.youtube.com/watch?v=VSoVd70U28w
723,4650,356086,136,290,https://www.youtube.com/watch?v=8uiorXuZhsU
須多夜花,4640,45094,4398,11070,https://www.youtube.com/watch?v=1qifa3GwBUY
綾賢ラピス,4150,44916,517,919,https://www.youtube.com/watch?v=RWYBy3ILpwQ
Lumina,4130,146046,234,603,https://www.youtube.com/watch?v=hc_-S0n4qok
綾瑞香,4080,101435,599,4452,https://www.youtube.com/watch?v=OrsVQrySyE0
夏莎莎,3980,28173,1743,6087,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3930,33763,1017,2726,https://www.youtube.com/watch?v=_UVYABIairY
希靈,3890,36552,1609,6800,https://www.youtube.com/watch?v=PG9LMIDbvKY
蝦拉拉,3480,107283,827,884,https://www.youtube.com/watch?v=Ldr5LhTs4u0
楠橋詩耶,3460,92936,366,805,https://www.youtube.com/watch?v=r-vY2Sv42yY
瀰婭,3390,176157,379,736,https://www.youtube.com/watch?v=UYk5GCCb77E
祈菈‧貝希毛絲,3130,296884,710,2080,https://www.youtube.com/watch?v=aGbpYiunm_8
罷工,3120,75027,159,661,https://www.youtube.com/watch?v=KQSEMlRttWU
Joyce昕,3040,301436,152,217,https://www.youtube.com/watch?v=CtUukRocWLo
Salty Ian,1160,49908,180,399,https://www.youtube.com/watch?v=yZ0JjzYzHBk
